chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_013967.1,WP_004044165.1,HVO_RS08400,HVO_0772,273,692660,692932,-,protein_coding,winged helix-turn-helix domain-containing protein
NC_013967.1,WP_013035475.1,HVO_RS08405,HVO_0773,756,693329,694084,+,protein_coding,class I SAM-dependent methyltransferase
NC_013967.1,WP_004044163.1,HVO_RS08410,HVO_0774,903,694155,695057,+,protein_coding,glycosyltransferase
NC_013967.1,WP_004044162.1,HVO_RS08415,HVO_0775,825,695067,695891,-,protein_coding,amidohydrolase family protein
NC_013967.1,WP_004044161.1,HVO_RS08420,HVO_0776,651,696079,696729,+,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_004044160.1,HVO_RS08425,HVO_0777,282,696784,697065,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044159.1,HVO_RS08430,HVO_0778,1563,697240,698802,+,protein_coding,thermosome subunit alpha
NC_013967.1,WP_004044158.1,HVO_RS08435,HVO_0779,1320,698990,700309,+,protein_coding,APC family permease
NC_013967.1,WP_004044157.1,HVO_RS08440,HVO_0780,657,700343,700999,-,protein_coding,trimeric intracellular cation channel family protein
NC_013967.1,WP_004044156.1,HVO_RS08445,HVO_0781,789,700999,701787,-,protein_coding,SAM-dependent chlorinase/fluorinase
NC_013967.1,WP_004044155.1,HVO_RS08450,HVO_0782,546,701789,702334,-,protein_coding,nicotinamide-nucleotide adenylyltransferase
NC_013967.1,WP_004044154.1,HVO_RS08455,HVO_0783,2085,702504,704588,+,protein_coding,ATP-dependent protease LonB
NC_013967.1,WP_004044153.1,HVO_RS08460,HVO_0784,1020,704595,705614,+,protein_coding,CPBP family intramembrane metalloprotease
NC_013967.1,WP_004044152.1,HVO_RS08465,HVO_0785,339,705717,706055,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044151.1,HVO_RS08470,HVO_0786,456,706072,706527,-,protein_coding,MGMT family protein
NC_013967.1,WP_013035355.1,HVO_RS08475,HVO_0787,756,706709,707464,+,protein_coding,indole-3-glycerol phosphate synthase
NC_013967.1,WP_004044149.1,HVO_RS08480,HVO_0788,1269,707461,708729,+,protein_coding,tryptophan synthase subunit beta
NC_013967.1,WP_004044148.1,HVO_RS08485,HVO_0789,834,708729,709562,+,protein_coding,tryptophan synthase subunit alpha
NC_013967.1,WP_004044146.1,HVO_RS08490,HVO_0790,801,709587,710387,+,protein_coding,"2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase"
NC_013967.1,WP_004044145.1,HVO_RS08495,HVO_0791,414,710480,710893,+,protein_coding,methylated-DNA--[protein]-cysteine S-methyltransferase
NC_013967.1,WP_004044144.1,HVO_RS08500,HVO_0792,1179,711644,712822,+,protein_coding,3-dehydroquinate synthase II
NC_013967.1,WP_004044143.1,HVO_RS08505,HVO_0793,396,712892,713287,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044142.1,HVO_RS08510,HVO_0794,1095,713403,714497,-,protein_coding,DNA methyltransferase
NC_013967.1,WP_004044141.1,HVO_RS08515,HVO_0795,1008,714561,715568,-,protein_coding,transcription initiation factor IIB
NC_013967.1,WP_004044140.1,HVO_RS08520,HVO_0796,807,715844,716650,+,protein_coding,helical backbone metal receptor
NC_013967.1,WP_004044139.1,HVO_RS08525,HVO_0797,522,716671,717192,+,protein_coding,inosine/xanthosine triphosphatase
NC_013967.1,WP_004044138.1,HVO_RS08530,HVO_0798,1875,717217,719091,-,protein_coding,flippase domain-containing glycosyltransferase AglD
NC_013967.1,WP_004044137.1,HVO_RS08535,HVO_0799,270,719373,719642,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044136.1,HVO_RS08540,HVO_0800,624,719859,720482,-,protein_coding,MarR family transcriptional regulator
NC_013967.1,WP_004044135.1,HVO_RS08545,HVO_0801,1275,720565,721839,-,protein_coding,SPFH domain-containing protein
NC_013967.1,WP_004044134.1,HVO_RS08550,HVO_0802,603,721979,722581,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044133.1,HVO_RS08555,HVO_0803,1197,722661,723857,-,protein_coding,restriction endonuclease
NC_013967.1,WP_004044131.1,HVO_RS08560,HVO_0805,249,724281,724529,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044130.1,HVO_RS08565,HVO_0806,1758,724574,726331,-,protein_coding,pyruvate kinase
NC_013967.1,WP_004044129.1,HVO_RS08570,HVO_0807,288,726446,726733,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044128.1,HVO_RS08575,HVO_0808,306,726805,727110,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044127.1,HVO_RS08580,HVO_0809,2223,727241,729463,-,protein_coding,methionine--tRNA ligase
NC_013967.1,WP_004044126.1,HVO_RS08585,HVO_0810,567,729754,730320,-,protein_coding,VTT domain-containing protein
NC_013967.1,WP_013035565.1,HVO_RS08590,HVO_0811,1074,730369,731442,-,protein_coding,tyrosine decarboxylase MfnA
NC_013967.1,WP_004044124.1,HVO_RS08595,HVO_0812,2286,731572,733857,-,protein_coding,phosphoenolpyruvate synthase
NC_013967.1,WP_004044123.1,HVO_RS08600,HVO_0813,249,733975,734223,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035511.1,HVO_RS08605,HVO_0814,600,734301,734900,+,protein_coding,J domain-containing protein
NC_013967.1,WP_004044121.1,HVO_RS08610,HVO_0815,780,734938,735717,-,protein_coding,winged helix-turn-helix transcriptional regulator
NC_013967.1,WP_004044120.1,HVO_RS08615,HVO_0816,693,735848,736540,+,protein_coding,metallophosphoesterase
NC_013967.1,WP_004044119.1,HVO_RS08620,HVO_0817,1278,736584,737861,-,protein_coding,NAD(P)/FAD-dependent oxidoreductase
NC_013967.1,WP_004044118.1,HVO_RS08625,HVO_0818,1170,737956,739125,+,protein_coding,threonine synthase
NC_013967.1,WP_004064329.1,HVO_RS08630,HVO_0819,696,739212,739907,+,protein_coding,metal-dependent transcriptional regulator
NC_013967.1,WP_004044116.1,HVO_RS08635,HVO_0820,702,739904,740605,+,protein_coding,TMEM165/GDT1 family protein
NC_013967.1,WP_004044115.1,HVO_RS08640,HVO_0821,648,740728,741375,+,protein_coding,LysE family transporter
NC_013967.1,WP_004044114.1,HVO_RS08645,HVO_0822,1047,741511,742557,+,protein_coding,NAD(P)-dependent glycerol-1-phosphate dehydrogenase
NC_013967.1,WP_004044113.1,HVO_RS08650,HVO_0823,642,742827,743468,+,protein_coding,DUF420 domain-containing protein
NC_013967.1,WP_004044112.1,HVO_RS08655,HVO_0824,1059,743574,744632,+,protein_coding,glycosyltransferase family 4 protein
NC_013967.1,WP_004044111.1,HVO_RS08660,HVO_0825,624,744741,745364,-,protein_coding,halocyanin domain-containing protein
NC_013967.1,WP_004044110.1,HVO_RS08665,HVO_0826,1047,745509,746555,-,protein_coding,M42 family metallopeptidase
NC_013967.1,WP_004044109.1,HVO_RS08670,HVO_0827,258,746707,746964,+,protein_coding,MTH865 family protein
NC_013967.1,WP_004044108.1,HVO_RS08675,HVO_0828,723,746978,747700,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044107.1,HVO_RS08680,HVO_0829,1827,747740,749566,+,protein_coding,S9 family peptidase
NC_013967.1,WP_004044106.1,HVO_RS08685,HVO_0830,420,749624,750043,+,protein_coding,cobalamin B12-binding domain-containing protein
NC_013967.1,WP_049914891.1,HVO_RS08690,HVO_0831,1113,750046,751158,+,protein_coding,methylmalonyl Co-A mutase-associated GTPase MeaB
NC_013967.1,WP_004044104.1,HVO_RS08695,HVO_0832,927,751246,752172,+,protein_coding,alpha/beta hydrolase
NC_013967.1,WP_004044103.1,HVO_RS20885,HVO_0833,144,752204,752347,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044102.1,HVO_RS08700,HVO_0834,381,752362,752742,-,protein_coding,OB-fold domain-containing protein
NC_013967.1,WP_004044101.1,HVO_RS08705,HVO_0835,1167,752739,753905,-,protein_coding,thiolase domain-containing protein
NC_013967.1,WP_004044100.1,HVO_RS08710,HVO_0836,1308,754108,755415,+,protein_coding,M28 family peptidase
NC_013967.1,WP_004044099.1,HVO_RS08715,HVO_0837,732,755559,756290,+,protein_coding,NAD(+)/NADH kinase
NC_013967.1,WP_004044098.1,HVO_RS08720,HVO_0838,444,756402,756845,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044097.1,HVO_RS08725,HVO_0839,282,756983,757264,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044096.1,HVO_RS08730,HVO_0840,390,757257,757646,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044095.1,HVO_RS08735,HVO_0841,765,757686,758450,-,protein_coding,cytochrome bc complex cytochrome b subunit
NC_013967.1,WP_004044094.1,HVO_RS08740,HVO_0842,795,758461,759255,-,protein_coding,cytochrome bc complex cytochrome b subunit
NC_013967.1,WP_004044093.1,HVO_RS08745,HVO_0843,390,759259,759648,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044092.1,HVO_RS08750,HVO_0844,639,759648,760286,-,protein_coding,halocyanin domain-containing protein
NC_013967.1,WP_004044091.1,HVO_RS08755,HVO_0845,831,760372,761202,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044090.1,HVO_RS08760,HVO_0847,483,761446,761928,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044089.1,HVO_RS08765,HVO_0848,684,761929,762612,-,protein_coding,endonuclease III
NC_013967.1,WP_013035235.1,HVO_RS21395,HVO_0849,135,762725,762859,+,protein_coding,hypothetical protein
NC_013967.1,WP_004064311.1,HVO_RS08770,HVO_0850,1218,762939,764156,-,protein_coding,proteasome-activating nucleotidase
NC_013967.1,WP_004044086.1,HVO_RS08775,HVO_0852,270,764328,764597,+,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_233505985.1,HVO_RS08780,HVO_0851,447,764594,765040,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035492.1,HVO_RS08785,HVO_0853,1326,765034,766359,+,protein_coding,DNA double-strand break repair protein Mre11
NC_013967.1,WP_013035478.1,HVO_RS08790,HVO_0854,2682,766356,769037,+,protein_coding,DNA double-strand break repair ATPase Rad50
NC_013967.1,WP_004044082.1,HVO_RS08795,HVO_0855,438,769063,769500,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044081.1,HVO_RS08800,HVO_0856,558,769528,770085,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044080.1,HVO_RS08805,HVO_0857,186,770134,770319,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044079.1,HVO_RS08810,HVO_0858,4008,770425,774432,+,protein_coding,DNA polymerase domain-containing protein
NC_013967.1,WP_004044078.1,HVO_RS08815,HVO_0859,906,774651,775556,+,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004044077.1,HVO_RS08820,HVO_0860,1431,775569,776999,+,protein_coding,Fe-S cluster assembly protein SufB
NC_013967.1,WP_004044076.1,HVO_RS08825,HVO_0861,1209,777003,778211,+,protein_coding,Fe-S cluster assembly protein SufD
NC_013967.1,WP_004044075.1,HVO_RS08830,HVO_0862,492,778355,778846,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044074.1,HVO_RS08835,HVO_0863,453,778851,779303,+,protein_coding,metal-dependent transcriptional regulator
NC_013967.1,WP_004044073.1,HVO_RS08840,HVO_0864,999,779373,780371,-,protein_coding,IS5-like element ISHvo7 family transposase
NC_013967.1,NA,HVO_RS21275,NA,156,781009,781164,+,pseudogene,HNH endonuclease
NC_013967.1,NA,HVO_RS08845,"HVO_3068,HVO_t3070",104,781200,781303,+,tRNA,tRNA-Gln
NC_013967.1,WP_004044072.1,HVO_RS08850,HVO_0865,759,781408,782166,+,protein_coding,FkbM family methyltransferase
NC_013967.1,WP_013035504.1,HVO_RS08855,HVO_0866,735,782201,782935,-,protein_coding,alanyl-tRNA editing protein
NC_013967.1,WP_004044070.1,HVO_RS08860,HVO_0867,693,783131,783823,+,protein_coding,HD domain-containing protein
NC_013967.1,WP_004044069.1,HVO_RS08865,HVO_0868,990,783867,784856,-,protein_coding,NAD-dependent epimerase/dehydratase family protein
NC_013967.1,WP_004044068.1,HVO_RS08870,HVO_0869,4536,784965,789500,-,protein_coding,glutamate synthase large subunit
NC_013967.1,WP_004044067.1,HVO_RS08875,HVO_0870,1467,789658,791124,-,protein_coding,proline--tRNA ligase
NC_013967.1,WP_004044066.1,HVO_RS08880,HVO_0871,387,791288,791674,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044064.1,HVO_RS08885,HVO_0873,480,791827,792306,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044063.1,HVO_RS08890,HVO_0874,1923,792555,794477,+,protein_coding,beta-CASP ribonuclease aCPSF1
NC_013967.1,WP_013035317.1,HVO_RS08895,HVO_0875,411,794549,794959,+,protein_coding,type IV pilin
NC_013967.1,WP_004044061.1,HVO_RS08900,HVO_0876,384,795023,795406,+,protein_coding,methylglyoxal synthase
NC_013967.1,WP_049914887.1,HVO_RS08905,HVO_0877,432,795543,795974,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044059.1,HVO_RS08910,HVO_0878,807,795975,796781,-,protein_coding,endonuclease III
NC_013967.1,WP_004044058.1,HVO_RS08915,HVO_0879,426,796851,797276,-,protein_coding,DUF371 domain-containing protein
NC_013967.1,WP_004044057.1,HVO_RS08920,HVO_0880,924,797576,798499,+,protein_coding,coiled-coil protein
NC_013967.1,WP_004044056.1,HVO_RS08925,HVO_0881,1002,798590,799591,+,protein_coding,signal peptide peptidase SppA
NC_013967.1,WP_004044055.1,HVO_RS08930,HVO_0882,1137,799635,800771,+,protein_coding,DUF373 family protein
NC_013967.1,WP_004044054.1,HVO_RS08935,HVO_0883,192,800808,800999,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044053.1,HVO_RS08940,HVO_0884,783,801088,801870,-,protein_coding,aldo/keto reductase
NC_013967.1,WP_013035477.1,HVO_RS08945,HVO_0885,198,802107,802304,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044051.1,HVO_RS08950,HVO_0887,864,802517,803380,-,protein_coding,2-oxoacid:ferredoxin oxidoreductase subunit beta
NC_013967.1,WP_004044050.1,HVO_RS08955,HVO_0888,1761,803377,805137,-,protein_coding,2-oxoacid:acceptor oxidoreductase subunit alpha
NC_013967.1,WP_004044049.1,HVO_RS08960,HVO_0889,645,805444,806088,+,protein_coding,FAD-dependent oxidoreductase
NC_013967.1,WP_004044048.1,HVO_RS08965,HVO_0890,822,806141,806962,-,protein_coding,ABC transporter permease subunit
NC_013967.1,WP_004044047.1,HVO_RS08970,HVO_0891,852,806959,807810,-,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004044046.1,HVO_RS08975,HVO_0892,1926,807803,809728,-,protein_coding,NosD domain-containing protein
NC_013967.1,WP_004044045.1,HVO_RS08980,HVO_0893,1701,809951,811651,+,protein_coding,methylmalonyl-CoA mutase family protein
NC_013967.1,WP_004044044.1,HVO_RS08985,HVO_0894,1989,811838,813826,+,protein_coding,acetate--CoA ligase
NC_013967.1,WP_004044043.1,HVO_RS08990,HVO_0895,246,813856,814101,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044042.1,HVO_RS08995,HVO_0896,1623,814278,815900,+,protein_coding,long-chain-fatty-acid--CoA ligase
NC_013967.1,WP_004044041.1,HVO_RS09000,HVO_0897,609,815984,816592,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044040.1,HVO_RS09005,HVO_0899,1329,817154,818482,+,protein_coding,substrate-binding protein
NC_013967.1,WP_004044039.1,HVO_RS09010,HVO_0900,969,818606,819574,+,protein_coding,branched-chain amino acid ABC transporter permease
NC_013967.1,WP_004044038.1,HVO_RS09015,HVO_0901,1182,819571,820752,+,protein_coding,branched-chain amino acid ABC transporter permease
NC_013967.1,WP_004044037.1,HVO_RS09020,HVO_0902,759,820749,821507,+,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004044036.1,HVO_RS09025,HVO_0903,744,821504,822247,+,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004044035.1,HVO_RS09030,HVO_0905,681,822250,822930,+,protein_coding,thioredoxin family protein
NC_013967.1,WP_004044034.1,HVO_RS09035,HVO_0904,405,822927,823331,-,protein_coding,universal stress protein
NC_013967.1,WP_004044033.1,HVO_RS09040,HVO_0906,255,823386,823640,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044032.1,HVO_RS09045,HVO_0907,1764,824054,825817,-,protein_coding,cbb3-type cytochrome c oxidase subunit I
NC_013967.1,WP_004064260.1,HVO_RS09050,HVO_0908,360,825916,826275,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044030.1,HVO_RS09055,HVO_0909,366,826378,826743,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044029.1,HVO_RS09060,HVO_0910,204,826789,826992,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044028.1,HVO_RS09065,HVO_0911,1110,827150,828259,+,protein_coding,GTP-binding protein
NC_013967.1,WP_004044027.1,HVO_RS09070,HVO_0912,492,828256,828747,+,protein_coding,TIGR04206 family protein
NC_013967.1,WP_004044026.1,HVO_RS09075,HVO_0913,1443,828791,830233,-,protein_coding,MATE family efflux transporter
NC_013967.1,WP_013035603.1,HVO_RS09080,HVO_0914,780,830369,831148,+,protein_coding,VOC family protein
NC_013967.1,WP_004044024.1,HVO_RS09085,HVO_0915,912,831303,832214,+,protein_coding,archaeosortase A
NC_013967.1,WP_004044023.1,HVO_RS09090,HVO_0916,810,832235,833044,-,protein_coding,diphthine synthase
NC_013967.1,WP_049914886.1,HVO_RS09095,HVO_0917,576,833161,833736,+,protein_coding,DoxX family protein
NC_013967.1,WP_004044021.1,HVO_RS09100,HVO_0918,210,833824,834033,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044019.1,HVO_RS09105,HVO_0920,444,834343,834786,+,protein_coding,Rieske 2Fe-2S domain-containing protein
NC_013967.1,WP_004044018.1,HVO_RS09110,HVO_0921,480,834841,835320,-,protein_coding,Lrp/AsnC family transcriptional regulator
NC_013967.1,NA,HVO_RS09115,HVO_0922,1168,835405,836572,+,pseudogene,ISH3-like element ISH51 family transposase
NC_013967.1,WP_013035119.1,HVO_RS09120,HVO_0924,1353,836669,838021,+,protein_coding,IS4-like element ISHvo11 family transposase
NC_013967.1,WP_004044017.1,HVO_RS09125,HVO_0925,264,838421,838684,+,protein_coding,hypothetical protein
NC_013967.1,WP_013035066.1,HVO_RS09130,HVO_0926,1167,838824,839990,-,protein_coding,ISH3 family transposase
NC_013967.1,NA,HVO_RS09140,HVO_3030,73,840913,840985,-,tRNA,tRNA-Thr
NC_013967.1,WP_004044016.1,HVO_RS09145,HVO_0929,987,841078,842064,-,protein_coding,class I SAM-dependent methyltransferase family protein
NC_013967.1,WP_004044015.1,HVO_RS09150,HVO_0930,471,842405,842875,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044014.1,HVO_RS09155,HVO_0931,429,843073,843501,+,protein_coding,universal stress protein
NC_013967.1,WP_004044013.1,HVO_RS09160,HVO_0932,441,843545,843985,-,protein_coding,universal stress protein
NC_013967.1,WP_004044012.1,HVO_RS09165,HVO_0934,717,844064,844780,+,protein_coding,VTT domain-containing protein
NC_013967.1,WP_049914884.1,HVO_RS09170,HVO_0933,2850,844755,847604,-,protein_coding,cation-transporting P-type ATPase
NC_013967.1,WP_004044010.1,HVO_RS09175,HVO_0935,2043,847700,849742,+,protein_coding,formate dehydrogenase subunit alpha
NC_013967.1,WP_004044009.1,HVO_RS09180,HVO_0936,765,849735,850499,+,protein_coding,selenium cofactor biosynthesis protein YqeC
NC_013967.1,WP_004044008.1,HVO_RS09185,HVO_0937,441,850537,850977,-,protein_coding,pyridoxamine 5'-phosphate oxidase family protein
NC_013967.1,WP_013035636.1,HVO_RS09190,HVO_0938,477,851051,851527,-,protein_coding,universal stress protein
NC_013967.1,WP_004044006.1,HVO_RS09195,HVO_0939,321,851558,851878,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044005.1,HVO_RS09200,HVO_0940,2481,851945,854425,-,protein_coding,heavy metal translocating P-type ATPase
NC_013967.1,WP_004044004.1,HVO_RS09205,HVO_0941,795,854428,855222,-,protein_coding,sulfite exporter TauE/SafE family protein
NC_013967.1,WP_004044003.1,HVO_RS09210,HVO_0942,219,855224,855442,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044002.1,HVO_RS09215,HVO_0943,228,855608,855835,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044001.1,HVO_RS09220,HVO_0944,540,855836,856375,+,protein_coding,cytochrome c oxidase subunit II
NC_013967.1,WP_004044000.1,HVO_RS09225,HVO_0945,1770,856375,858144,+,protein_coding,b(o/a)3-type cytochrome-c oxidase subunit 1
NC_013967.1,WP_004043999.1,HVO_RS09230,HVO_0946,195,858141,858335,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043998.1,HVO_RS09235,HVO_0947,222,858517,858738,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043997.1,HVO_RS09240,HVO_0948,432,858873,859304,+,protein_coding,universal stress protein
NC_013967.1,WP_004043996.1,HVO_RS09245,HVO_0949,402,859328,859729,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043995.1,HVO_RS09250,HVO_0950,660,859880,860539,+,protein_coding,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
NC_013967.1,WP_115860199.1,HVO_RS09255,HVO_0951,1014,860652,861665,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043993.1,HVO_RS09260,HVO_0952,696,861842,862537,-,protein_coding,carbonic anhydrase
NC_013967.1,WP_004043992.1,HVO_RS09265,HVO_0953,1839,862560,864398,-,protein_coding,PH domain-containing protein
NC_013967.1,WP_049914885.1,HVO_RS09270,HVO_0954,465,864395,864859,-,protein_coding,PH domain-containing protein
NC_013967.1,WP_004043990.1,HVO_RS09275,HVO_0955,777,864943,865719,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043989.1,HVO_RS09280,HVO_0956,1038,865710,866747,-,protein_coding,metallophosphoesterase
NC_013967.1,WP_004043988.1,HVO_RS21400,HVO_0957,126,866744,866869,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043987.1,HVO_RS09285,HVO_0958,447,866976,867422,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043986.1,HVO_RS09290,HVO_0959,687,867536,868222,-,protein_coding,DUF2071 domain-containing protein
NC_013967.1,WP_004043985.1,HVO_RS09295,HVO_0960,846,868340,869185,+,protein_coding,aldo/keto reductase
NC_013967.1,WP_004043984.1,HVO_RS09300,HVO_0961,612,869187,869798,+,protein_coding,macro domain-containing protein
NC_013967.1,WP_004043983.1,HVO_RS09305,HVO_0962,375,869825,870199,+,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_013035389.1,HVO_RS09310,HVO_0963,294,870199,870492,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043981.1,HVO_RS09315,HVO_0964,426,870707,871132,+,protein_coding,thioredoxin
NC_013967.1,WP_004043980.1,HVO_RS09320,HVO_0965,1479,871193,872671,+,protein_coding,AMP phosphorylase
NC_013967.1,WP_004043979.1,HVO_RS09325,HVO_0966,972,872721,873692,+,protein_coding,"ribose 1,5-bisphosphate isomerase"
NC_013967.1,WP_004043978.1,HVO_RS09330,HVO_0967,663,873723,874385,-,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_049941503.1,HVO_RS09335,HVO_0968,1695,874483,876177,+,protein_coding,NADH-quinone oxidoreductase subunit D
NC_013967.1,WP_004043975.1,HVO_RS09340,HVO_0969,2949,876217,879165,-,protein_coding,methyl-accepting chemotaxis protein
NC_013967.1,WP_004043974.1,HVO_RS09345,HVO_0970,1245,879448,880692,-,protein_coding,type III ribulose-bisphosphate carboxylase
NC_013967.1,WP_013035247.1,HVO_RS09350,HVO_0971,1920,880821,882740,-,protein_coding,DEAD/DEAH box helicase
NC_013967.1,WP_004043971.1,HVO_RS09355,HVO_0972,522,882969,883490,-,protein_coding,type IV pilin N-terminal domain-containing protein
NC_013967.1,WP_004043970.1,HVO_RS09360,HVO_0973,1155,883706,884860,-,protein_coding,pyridoxal phosphate-dependent aminotransferase
NC_013967.1,WP_004043969.1,HVO_RS09365,HVO_0974,405,884857,885261,-,protein_coding,"6,7-dimethyl-8-ribityllumazine synthase"
NC_013967.1,WP_004043968.1,HVO_RS09370,HVO_0975,1749,885369,887117,+,protein_coding,TIGR03663 family protein
NC_013967.1,WP_004043967.1,HVO_RS09375,HVO_0976,1146,887289,888434,+,protein_coding,5-(carboxyamino)imidazole ribonucleotide synthase
NC_013967.1,WP_004043966.1,HVO_RS09380,HVO_0977,612,888441,889052,+,protein_coding,5-(carboxyamino)imidazole ribonucleotide mutase
NC_013967.1,WP_004043965.1,HVO_RS09385,HVO_0978,417,889252,889668,+,protein_coding,NADH-quinone oxidoreductase subunit A
NC_013967.1,WP_004043964.1,HVO_RS09390,HVO_0979,702,889665,890366,+,protein_coding,NADH-quinone oxidoreductase subunit B
NC_013967.1,WP_004043963.1,HVO_RS09395,HVO_0980,1674,890363,892036,+,protein_coding,NADH-quinone oxidoreductase subunit D
NC_013967.1,WP_004043962.1,HVO_RS09400,HVO_0981,1050,892036,893085,+,protein_coding,NADH-quinone oxidoreductase subunit H
NC_013967.1,WP_004043961.1,HVO_RS09405,HVO_0982,462,893082,893543,+,protein_coding,NADH-quinone oxidoreductase subunit I
NC_013967.1,WP_004043960.1,HVO_RS09410,HVO_0983,261,893649,893909,+,protein_coding,NADH-quinone oxidoreductase subunit J
NC_013967.1,WP_004043959.1,HVO_RS09415,HVO_0984,369,893906,894274,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043958.1,HVO_RS09420,HVO_0985,303,894274,894576,+,protein_coding,NADH-quinone oxidoreductase subunit NuoK
NC_013967.1,WP_004043957.1,HVO_RS09425,HVO_0986,2037,894580,896616,+,protein_coding,NADH-quinone oxidoreductase subunit L
NC_013967.1,WP_004043956.1,HVO_RS09430,HVO_0987,1530,896613,898142,+,protein_coding,NuoM family protein
NC_013967.1,WP_004043955.1,HVO_RS09435,HVO_0988,1521,898143,899663,+,protein_coding,NADH-quinone oxidoreductase subunit N
NC_013967.1,WP_004043954.1,HVO_RS09440,HVO_0989,381,899702,900082,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043953.1,HVO_RS09445,HVO_0990,1461,900172,901632,+,protein_coding,DHH family phosphoesterase
NC_013967.1,WP_004043952.1,HVO_RS09450,HVO_0991,783,901676,902458,+,protein_coding,CBS domain-containing protein
NC_013967.1,WP_004043951.1,HVO_RS09455,HVO_0992,228,902466,902693,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043950.1,HVO_RS20890,HVO_0993,171,902724,902894,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043949.1,HVO_RS09460,HVO_0994,1314,902996,904309,+,protein_coding,tetracycline resistance MFS efflux pump
NC_013967.1,WP_004043948.1,HVO_RS09465,HVO_0995,1038,904367,905404,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043947.1,HVO_RS09470,HVO_0996,1104,905599,906702,+,protein_coding,hemolysin family protein
NC_013967.1,WP_004043946.1,HVO_RS09475,HVO_0997,1107,906798,907904,+,protein_coding,Xaa-Pro peptidase family protein
NC_013967.1,WP_004043945.1,HVO_RS09480,HVO_0998,189,907962,908150,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043944.1,HVO_RS09485,HVO_0999,1137,908202,909338,-,protein_coding,phosphotransacetylase family protein
NC_013967.1,WP_004043943.1,HVO_RS09490,HVO_1000,2094,909365,911458,-,protein_coding,acetate--CoA ligase
NC_013967.1,WP_004043942.1,HVO_RS09495,HVO_1001,261,911666,911926,+,protein_coding,hypothetical protein
